Drift ID,Trip ID,ID Cell per Trip,Grid Cell ID,Site (MPA/ REF),Drifting or Holding Station,Start Search Time,End Search Time,Start Time,End Time,Drift Time (hrs),BAR (+/- mins) Fishing Time,FLY (+/- mins) Fishing Time,BAT (+/- mins) Fishing Time,DPR (+/- mins) Fishing Time,SBT (+/- mins) Fishing Time,Total (+/-) Time (hrs),Number of BAT fishers,Number of FLY fishers,Number of DPR fishers,Number of SBT fishers,Number of BAR fishers,Total . Anglers Fishing,Total Angler Hrs,ST_LatDD,ST_LonDD,Start Lat/Lon GPS Waypoint,Start Lat/Lon waypoint_link,End_LatDD,End_LonDD,End Lat/Lon GPS Waypoint,End Lat/Lon waypoint_link,Drift Length (m),Recorder,Tag Crew,"Surface T (instrument, C)","Depth T ( instrument, C)","SWT (vessel, F)",Relief (1-3),Start Depth (ft),End Depth (ft),Lingcod Bar Weight (oz),Lead Weight (oz),SBT Tail Length (in),SBT Head Weight (oz),. Seals,. Sea Lions,Total Fishes Caught,Cloud Cover (0-3),Obs Wind Speed (kt),Obs Wind Direction,Obs Swell Height (ft),Secchi Depth (m),Comments,Excluded Drift Comment,Exclude:Gear-Specific CPUE
AIR0908201205,AIT01_20,AIR09082012,AI12,REF,Drift,,,10:36:00,10:40:00,0.066666667,0,0,0,-0.75,0,-0.0125,2,0,3,3,0,8,0.520833333,34.00690,-119.35770,130.4,090820_130.4,34.00745,-119.35728,131.4,090820_131.4,72,CH,JC. CJ,,,69,2,164,150,,8,4-6,1.5,,1,4,0,0,n/a,3,,#3 OFF 45 SECONDS,,FALSE
AIR0908201206,AIT01_20,AIR09082012,AI12,REF,Drift,,,10:44:00,10:55:00,0.183333333,0,0,0,-4,0,-0.066666667,2,0,3,3,0,8,1.4,34.00672,-119.35815,132.4,090820_132.4,34.00816,-119.35725,134.4,090820_134.4,180,CH,"JC, CJ",,,69,1,164,160,,8,4-6,1.5,,1,10,0,0,n/a,3,,#8 OFF 4 MINUTES,,FALSE
AIR0908201301,AIT01_20,AIR09082013,AI13,REF,Drift,,,8:31:00,8:46:00,0.25,0,0,0,0,-4,-0.066666667,2,0,2,3,0,7,1.683333333,34.00075,-119.40462,107.4,090820_107.4,34.00090,-119.40425,109.4,090820_109.4,38,CH,"JC, CJ",,,69,1,59,58,,8,4-6,1.5,,0,10,0,0,n/a,3,,Stations 1 and 3 using spinning reel; #7 off 4 minutes,,FALSE
AIR0908201302,AIT01_20,AIR09082013,AI13,REF,Drift,,,8:49:00,8:52:00,0.05,0,0,0,0,-1,-0.016666667,2,0,2,3,0,7,0.333333333,34.00016,-119.40579,110.4,090820_110.4,34.00022,-119.40583,111.4,090820_111.4,8,CH,"JC, CJ",,,69,1,68,68,,8,4-6,1.5,,0,0,0,0,n/a,3,,#1 out 1 min,,FALSE
AIR0908201303,AIT01_20,AIR09082013,AI13,REF,Drift,,,8:54:00,9:07:00,0.216666667,0,0,0,0,0,0,2,0,2,3,0,7,1.516666667,33.99969,-119.40684,112.4,090820_112.4,34.00025,-119.40675,114.4,090820_114.4,63,CH,"JC, CJ",,,69,1,74,68,,8,4-6,1.5,,0,2,0,0,n/a,3,,,,FALSE
AIR0908201304,AIT01_20,AIR09082013,AI13,REF,Drift,,,9:10:00,9:15:00,0.083333333,0,0,0,-3,0,-0.05,2,0,3,3,0,8,0.616666667,34.00076,-119.40417,115.4,090820_115.4,34.00106,-119.40392,117.4,090820_117.4,41,CH,"JC, CJ",,,69,1,60,60,,8,4-6,1.5,,0,7,0,0,n/a,3,,#8 ON (DECKHAND) OUT 3 MINTUES,,FALSE
AIR0908201305,AIT01_20,AIR09082013,AI13,REF,Drift,,,9:18:00,9:28:00,0.166666667,0,0,0,-4,0,-0.066666667,2,0,3,3,0,8,1.266666667,34.00052,-119.40395,118.4,090820_118.4,34.00075,-119.40373,120.4,090820_120.4,33,CH,"JC, CJ",,,69,1,54,67,,8,4-6,1.5,,0,10,0,0,n/a,3,,#8 OUT 4 MIN,,FALSE
AIR0910201401,AIT02_20,AIR09102014,AI14,REF,Drift,,,9:43:00,9:52:00,0.15,0,0,0,0,0,0,2,0,2,2,0,6,0.9,34.00123,-119.41404,210.4,091020_210.4,34.00142,-119.41193,211.4,091020_211.4,196,CH,"CJ, PC, JC",,,69,1,62,66,,6,4-6,2,,0,2,0,0,N/A,2,,,,FALSE
AIR0910201402,AIT02_20,AIR09102014,AI14,REF,Drift,,,9:55:00,10:00:00,0.083333333,0,0,-3,0,0,-0.05,2,0,2,2,0,6,0.45,33.99945,-119.41468,212.4,091020_212.4,33.99955,-119.41328,213.4,091020_213.4,130,CH,"CJ, PC, JC",,,69,1,88,89,,6,4-6,2,,2,3,0,0,N/A,2,,#6 OFF 3 MIN,,FALSE
AIR0910201403,AIT02_20,AIR09102014,AI14,REF,Drift,,,10:05:00,10:10:00,0.083333333,0,0,-4,0,0,-0.066666667,2,0,2,2,0,6,0.433333333,34.00245,-119.41393,214.4,091020_214.4,34.00267,-119.41245,215.4,091020_215.4,139,CH,"CJ, PC, JC",,,69,1,49,54,,6,4-6,2,,1,0,0,0,N/A,2,,#6 OFF 4 MIN,,FALSE
AIR0910201404,AIT02_20,AIR09102014,AI14,REF,Drift,,,10:14:00,10:23:00,0.15,0,0,-2,0,0,-0.033333333,2,0,2,2,0,6,0.866666667,34.00225,-119.41515,216.4,091020_216.4,34.00211,-119.41351,217.4,091020_217.4,152,CH,"CJ, PC, JC",,,69,1,52,54,,6,4-6,2,,2,2,0,0,N/A,2,,#4 OFF 2 MIN,,FALSE
AIR0910201405,AIT02_20,AIR09102014,AI14,REF,Drift,,,10:25:00,10:40:00,0.25,0,0,-0.5,0,0,-0.008333333,2,0,2,2,0,6,1.491666667,34.00211,-119.41351,217.4,091020_217.4,34.00120,-119.41528,219.4,091020_219.4,192,CH,"CJ, PC, JC",,,69,3,93,62,,6,4-6,2,,3,6,0,0,N/A,2,,#4 OUT 30 SEC,,FALSE
AIR0910201701,AIT02_20,AIR09102017,AI17,REF,Drift,,,8:20:00,8:29:00,0.15,0,0,-6,-6,-6,-0.3,2,0,2,2,0,6,0.6,34.00234,-119.38622,186.4,091020_186.4,34.00409,-119.38549,189.4,091020_189.4,206,CH,"CJ, JC, PC",,,68.8,1,70,72,,6,4-6,2,,0,0,0,2.5,W,2,,ALL ANGLERS OFF 3 MIN TO RESET,,FALSE
AIR0910201702,AIT02_20,AIR09102017,AI17,REF,Drift,,,8:33:00,8:36:00,0.05,0,0,0,-2,0,-0.033333333,2,0,2,2,0,6,0.266666667,34.00055,-119.38418,190.4,091020_190.4,34.00057,-119.38343,191.4,091020_191.4,69,CH,"CJ, PC, JC",,,69,3,140,191,,6,4-6,2,,0,6,0,2.5,W,2,,#5 OFF 2 MIN TO RERIG,,FALSE
AIR0910201703,AIT02_20,AIR09102017,AI17,REF,Drift,,,8:39:00,8:45:00,0.1,0,0,0,0,-3,-0.05,2,0,2,2,0,6,0.55,34.00034,-119.38572,192.4,091020_192.4,34.00115,-119.38454,194.4,091020_194.4,141,CH,"CJ, PC, JC",,,69,1,147,148,,6,4-6,2,,0,11,0,2.5,W,2,,#2 OFF 3 MIN,,FALSE
AIR0910201704,AIT02_20,AIR09102017,AI17,REF,Drift,,,8:49:00,8:54:00,0.083333333,0,0,0,0,0,0,2,0,2,2,0,6,0.5,33.99974,-119.38582,195.4,091020_195.4,34.00023,-119.38419,197.4,091020_197.4,160,CH,"CJ, PC, JC",,,69,1,156,160,,6,4-6,2,,0,10,0,2.5,W,2,,,,FALSE
AIR0910201706,AIT02_20,AIR09102017,AI17,REF,Drift,,,9:12:00,9:22:00,0.166666667,0,0,0,0,0,0,2,0,2,2,0,6,1,34.00050,-119.38521,201.4,091020_201.4,34.00097,-119.38338,205.4,091020_205.4,177,CH,"CJ, PC, JC",,,69,2,141,156,,6,4-6,2,,1,18,0,2.5,W,2,,,,FALSE
AIR0910201707,AIT02_20,AIR09102017,AI17,REF,Drift,,,9:26:00,9:31:00,0.083333333,0,0,-3,0,0,-0.05,2,0,2,2,0,6,0.45,33.99974,-119.38618,206.4,091020_206.4,33.99995,-119.38450,209.4,091020_209.4,157,CH,"CJ, PC, JC",,,69,1,155,154,,6,4-6,2,,0,10,0,2.5,W,2,,#3 OFF 3 MIN,,FALSE
AIR091020RR01,AIT02_20,AIR091020RR,AIRR,REF,Drift,,,8:57:00,9:07:00,0.166666667,0,0,-2,0,0,-0.033333333,2,0,2,2,0,6,0.966666667,34.00028,-119.38176,198.4,091020_198.4,34.00109,-119.37957,200.4,091020_200.4,222,CH,"CJ, PC, JC",,,69,1,161,165,,6,4-6,2,,1,8,0,2.5,W,2,,#4 OUT 2 MIN; MOVED SLIGHTLY OFFSHORE OF CELL,AIR0910201705,FALSE
AIR0915201101,AIT03_20,AIR09152011,AI11,REF,Drift,,,8:16:30,8:25:00,0.141666667,0,0,0,0,0,0,2,0,3,2,0,7,0.991666667,34.01287,-119.35212,257.4,091520_257.4,34.01444,-119.35094,259.4,091520_259.4,206,CH,"JC, GW, EB, MF",,,66.2,1,123,130,,6,4-6,1.5,,0,2,3,5,SE,2,,SINKERS: 6 OZ; LEAD HEADS 1.5 OZ,,FALSE
AIR0915201102,AIT03_20,AIR09152011,AI11,REF,Drift,,,8:29:00,8:35:00,0.1,0,0,0,0,0,0,2,0,3,2,0,7,0.7,34.01243,-119.35165,260.4,091520_260.4,34.01317,-119.34970,262.4,091520_262.4,198,CH,"JC, GW, EB, MF",,,66,2,134,124,,6,4-6,1.5,,0,4,3,5,SE,2,,#2 LOST SOMETHING BIG AT DEPTH,,FALSE
AIR0915201103,AIT03_20,AIR09152011,AI11,REF,Drift,,,8:41:00,8:56:00,0.25,0,0,0,0,0,0,2,0,2,2,0,6,1.5,34.01269,-119.35419,263.4,091520_263.4,34.01511,-119.34895,264.4,091520_264.4,554,CH,"JC, GW, EB, MF",,,66,1,98,102,,6,4-6,1.5,,0,4,3,5,SE,2,,#5 OFF WHOLE DRIFT TO RERIG,,FALSE
AIR0915201104,AIT03_20,AIR09152011,AI11,REF,Drift,,,9:01:00,9:16:00,0.25,0,0,0,0,0,0,2,0,3,2,0,7,1.75,34.01298,-119.35458,265.4,091520_265.4,34.01488,-119.35038,267.4,091520_267.4,442,CH,"JC, GW, EB, MF",,,67,3,85,104,,6,4-6,1.5,,2,6,3,5,SE,2,,"FOGGY ALL MORNING, 5 KT SE WIND",,FALSE
AIR0915201501,AIT03_20,AIR09152015,AI15,REF,Drift,,,9:50:00,10:01:00,0.183333333,0,0,-0.75,-2,0,-0.045833333,2,0,3,2,0,7,1.2375,34.00543,-119.43819,268.4,091520_268.4,34.00636,-119.43759,270.4,091520_270.4,117,CH,"JC, GW, EB, MF",,,67,2,146,134,,6,4-6,1.5,,1,5,3,5,SE,2,,#2 OFF 45 S; #7 OFF 2 MIN,,FALSE
AIR0915201502,AIT03_20,AIR09152015,AI15,REF,Drift,,,10:04:00,10:09:00,0.083333333,0,0,0,0,0,0,2,0,3,2,0,7,0.583333333,34.00736,-119.43667,271.4,091520_271.4,34.00756,-119.43673,272.4,091520_272.4,23,CH,"JC, GW, EB, MF",,,67,1,53,54,,6,4-6,1.5,,0,0,3,5,SE,2,,,,FALSE
AIR0915201503,AIT03_20,AIR09152015,AI15,REF,Drift,,,10:12:00,10:31:00,0.316666667,0,0,-12,-14,-9.5,-0.591666667,2,0,3,2,0,7,1.625,34.00505,-119.44075,273.4,091520_273.4,34.00438,-119.43932,277.4,091520_277.4,152,CH,"JC, GW, EB, MF",,,67,1,150,150,,6,4-6,1.5,,1,14,2,5,SE,2,,#2 OFF 4 MIN; #3 OFF 1.5 MIN; #7 OFF 2 MIN; ALL OFF 4 MINUTES TO RESET IN CELL,,FALSE
AIR0915201504,AIT03_20,AIR09152015,AI15,REF,Drift,,,10:37:00,10:53:00,0.266666667,0,0,0,0,0,0,2,0,3,2,0,7,1.866666667,34.00513,-119.44099,278.4,091520_278.4,34.00504,-119.44092,280.4,091520_280.4,12,CH,"JC, GW, EB, MF",,,67,1,157,157,,8,4-6,1.5,,1,11,2,5,SE,2,,SINKERS SWITCHED TO 8 OZ,,FALSE
AIR0916201001,AIT04_20,AIR09162010,AI10,REF,Drift,,,11:19:00,11:32:00,0.216666667,0,0,0,0,0,0,3,0,3,3,0,9,1.95,34.02192,-119.35511,364.4,091620_364.4,34.02169,-119.35223,366.4,091620_366.4,267,CH,"JC, CJ, JZ",,,64,1,130,130,,8,4-6,2,,2,5,0,10,W,3,,,,FALSE
AIR0916201002,AIT04_20,AIR09162010,AI10,REF,Drift,,,11:35:00,11:55:00,0.333333333,0,0,0,0,0,0,3,0,3,3,0,9,3,34.02156,-119.35616,367.4,091620_367.4,34.02127,-119.35177,371.4,091620_371.4,407,CH,"JC, CJ, JZ",,,64,1,138,130,,8,4-6,2,,0,20,0,10,W,3,,,,FALSE
AIR0916201003,AIT04_20,AIR09162010,AI10,REF,Drift,,,12:04:00,12:16:00,0.2,0,0,-0.75,-2,-2,-0.079166667,3,0,3,3,0,9,1.720833333,34.02133,-119.35632,372.4,091620_372.4,34.01978,-119.35334,374.4,091620_374.4,325,CH,"JC, CJ, JZ",,,64,1,122,120,,8,4-6,2,,1,6,0,10,W,3,,#8&#9 OUT 2 MIN; #7 OUT 45 S,,FALSE
AIR0916201601,AIT04_20,AIR09162016,AI16,REF,Drift,,,10:03:00,10:12:00,0.15,0,0,0,0,0,0,3,0,3,3,0,9,1.35,34.00978,-119.37339,352.4,091620_352.4,34.00926,-119.37112,353.4,091620_353.4,218,CH,"JC, CJ, JZ",,,66,1,47,47,,8,4-6,2,,1,0,0,10,W,3,,NO FISH,,FALSE
AIR0916201603,AIT04_20,AIR09162016,AI16,REF,Drift,,,10:27:00,10:37:00,0.166666667,0,0,0,0,0,0,3,0,3,3,0,9,1.5,34.00553,-119.37314,356.4,091620_356.4,34.00541,-119.37103,357.4,091620_357.4,196,CH,"JC, CJ, JZ",,,64,1,111,111,,8,4-6,2,,0,1,0,10,W,3,,WIND ~10 KTS,,FALSE
AIR0916201604,AIT04_20,AIR09162016,AI16,REF,Drift,,,10:39:00,10:44:00,0.083333333,0,0,0,-2,0,-0.033333333,3,0,3,3,0,9,0.716666667,34.00601,-119.37304,358.4,091620_358.4,34.00608,-119.37154,359.4,091620_359.4,139,CH,"JC, CJ, JZ",,,64,1,79,80,,8,4-6,2,,0,0,0,10,W,3,,#8 OUT 2 MIN,,FALSE
AIR0916201605,AIT04_20,AIR09162016,AI16,REF,Drift,,,10:50:00,10:57:00,0.116666667,0,0,-1,0,0,-0.016666667,3,0,3,3,0,9,1.033333333,34.00616,-119.37290,360.4,091620_360.4,34.00566,-119.37108,361.4,091620_361.4,177,CH,"JC, CJ, JZ",,,64,1,84,84,,8,4-6,2,,0,3,0,10,W,3,,#5 OUT 1 MIN,,FALSE
AIR0916201606,AIT04_20,AIR09162016,AI16,REF,Drift,,,10:59:00,11:08:00,0.15,0,0,-3,0,0,-0.05,3,0,3,3,0,9,1.3,34.00690,-119.37058,362.4,091620_362.4,34.00651,-119.36908,363.4,091620_363.4,145,CH,"JC, CJ, JZ",,,64,3,84,112,,8,4-6,2,,0,3,0,10,W,3,,#5 OUT 3 MIN,,FALSE
AIR091620RR01,AIT04_20,AIR091620RR,AIRR,REF,Drift,,,10:15:00,10:22:00,0.116666667,0,0,0,0,0,0,3,0,3,3,0,9,1.05,34.01039,-119.36901,354.4,091620_354.4,34.01021,-119.36730,355.4,091620_355.4,159,CH,"JC, CJ, JZ",,,64,1,51,52,,8,4-6,2,,0,1,0,10,W,3,,PUSHED JUST EAST OF CELL TO FOLLOW STRUCTURE,ENTIRE DRIFT OUTSIDE OF CELL; AIR0916201602,FALSE
AIR0917191002,AIT01_19,AIR09171910,AI10,REF,Drift,,,9:55:30,9:59:30,0.066666667,0,0,0,0,0,0,3,0,4,3,0,10,0.666666667,34.01925,-119.35352,82.3,091719_82.3,34.01961,-119.35339,83.3,091719_83.3,42,CH,"JS, CJ, AVW, CH",,,66,1,100,102,10,,,1,0,0,1,0,,,2,,#8 OUT WHOLE DRIFT,,FALSE
AIR0917191003,AIT01_19,AIR09171910,AI10,REF,Drift,,,10:01:00,10:06:00,0.083333333,0,0,0,-2,0,-0.033333333,1,0,4,3,0,8,0.633333333,34.01902,-119.35365,84.3,091719_84.3,34.01955,-119.35339,85.3,091719_85.3,64,CH,"JS, CJ, AVW, CH",,,66,1,100,100,10,,,1,0,0,1,0,,,2,,"#10 OFF 2 MIN; #5, 6, 8 OFF WHOLE DRIFT",,FALSE
AIR0917191004,AIT01_19,AIR09171910,AI10,REF,Drift,,,10:10:00,10:25:00,0.25,0,0,-3,0,0,-0.05,4,0,4,4,0,12,2.95,34.02120,-119.35393,86.3,091719_86.3,34.02130,-119.35410,90.3,091719_90.3,19,CH,"JS, CJ, AVW, CH",,,67,1,120,120,10,,,1,0,0,13,0,,,2,,"#5, 6, 8 OFF 1 MIN; #12 ON AS SCI CREW",,FALSE
AIR0917191301,AIT01_19,AIR09171913,AI13,REF,Drift,,,11:09:00,11:24:00,0.25,0,0,-1.5,-5.5,0,-0.116666667,4,0,4,3,0,11,2.633333333,34.00095,-119.40405,97.3,091719_97.3,33.99984,-119.40493,99.3,091719_99.3,255,CH,"JS, CJ, AVW, CH",,,66,1,60,62,10,,,1,0,1,8,0,,,2,,"#5, 11 OFF .5 MIN; #9 OFF 5 MIN; #8 OFF 1 MIN",,FALSE
AIR0917191302,AIT01_19,AIR09171913,AI13,REF,Drift,,,11:28:00,11:43:00,0.25,0,0,0,0,0,0,4,0,3,4,0,11,2.75,34.00084,-119.40479,100.3,091719_100.3,33.99973,-119.40594,103.3,091719_103.3,148,CH,"JS, CJ, AVW, CH",,,69,1,48,48,10,,,1,0,1,9,0,,,2,,#8 OFF WHOLE DRIFT; #12 ON AS SBT,,FALSE
AIR0917191303,AIT01_19,AIR09171913,AI13,REF,Drift,,,11:47:00,12:02:00,0.25,0,0,0,0,0,0,4,0,4,4,0,12,3,34.00005,-119.40337,104.3,091719_104.3,33.99892,-119.40414,110.3,091719_110.3,163,CH,"JS, CJ, AVW, CH",,,67,1,78,67,10,,,1,0,2,26,0,,,2,,#12 ON AS SBT,,FALSE
AIR091719RR01,AIT01_19,AIR091719RR,AIRR,REF,Drift,,,9:47:00,9:53:00,0.1,0,0,0,0,0,0,4,0,4,3,0,11,1.1,34.01774,-119.35550,79.3,091719_79.3,34.01774,-119.35534,81.3,091719_81.3,15,CH,"JS, CJ, AVW, CH",,,67,1,60,62,10,,,1,0,0,1,0,,,2,,,"Drift ID: AIR0917191001; Drift outside of cell, end/start not within 25m of cell boundary",FALSE
AIR091719RR02,AIT01_19,AIR091719RR,AIRR,REF,Drift,,,10:30:00,10:45:00,0.25,0,0,-1,0,-4,-0.083333333,4,0,4,4,0,12,2.916666667,34.02206,-119.35210,91.3,091719_91.3,34.02408,-119.35079,95.3,091719_95.3,144,CH,"JS, CJ, AVW, CH",,,67,1,130,125,10,,,1,0,0,19,0,,,2,,#12 OFF 4 MIN; #8 OFF 1 MIN; 1 SEAGULL MORTALITY,Drift Ends >80 m outside of cell,FALSE
AIR0917201401,AIT05_20,AIR09172014,AI14,REF,Drift,,,11:06:00,11:21:00,0.25,0,0,0,-4,0,-0.066666667,2,0,3,5,0,10,2.433333333,34.00189,-119.41401,434.4,091720_434.4,34.00147,-119.41425,435.4,091720_435.4,52,CH,"CJ, APF, PC",,,64,1,54,56,,8,4-6,3,,1,0,0,5,W,2,,#3 OUT 4 MIN,,FALSE
AIR0917201501,AIT05_20,AIR09172015,AI15,REF,Drift,,,9:55:00,10:00:00,0.083333333,0,0,0,0,-0.75,-0.0125,2,0,3,5,0,10,0.820833333,34.00525,-119.44102,424.4,091720_424.4,34.00581,-119.44236,425.4,091720_425.4,139,CH,"CJ, APF, PC",,,64,1,150,150,,8,4-6,3,,1,0,0,5,W,2,,#6 OFF 45 S; #7 ON AS SBT,,FALSE
AIR0917201502,AIT05_20,AIR09172015,AI15,REF,Drift,,,10:04:00,10:14:00,0.166666667,0,0,0,0,0,0,2,0,3,5,0,10,1.666666667,34.00429,-119.43940,426.4,091720_426.4,34.00582,-119.44208,428.4,091720_428.4,300,CH,"CJ, APF, PC",,,64,1,162,159,,8,4-6,3,,1,6,0,5,W,2,,#7 ON SBT; 1 OW LOST @ SURFACE,,FALSE
AIR0917201503,AIT05_20,AIR09172015,AI15,REF,Drift,,,10:19:00,10:34:00,0.25,0,0,0,0,0,0,2,0,3,4,0,9,2.25,34.00410,-119.43896,429.4,091720_429.4,34.00680,-119.44163,431.4,091720_431.4,388,CH,"CJ, APF, PC",,,64,1,151,160,,8,4-6,3,,1,11,0,5,W,2,,#7 OUT WHOLE DRIFT,,FALSE
AIR0917201504,AIT05_20,AIR09172015,AI15,REF,Drift,,,10:38:00,10:53:00,0.25,0,0,0,0,0,0,2,0,3,5,0,10,2.5,34.00466,-119.43715,432.4,091720_432.4,34.00664,-119.43987,433.4,091720_433.4,334,CH,"CJ, APF, PC",,,65,2,155,140,,8,4-6,3,,2,3,0,5,W,2,,,,FALSE
AIR091720RR01,AIT05_20,AIR091720RR,AIRR,REF,Drift,,,11:24:00,11:39:00,0.25,0,0,0,-9,-4,-0.216666667,2,0,3,5,0,10,2.283333333,33.99902,-119.41215,436.4,091720_436.4,33.99842,-119.41119,437.4,091720_437.4,111,CH,"CJ, APF, PC",,,65,1,88,80,,8,4-6,3,,0,4,0,5,W,2,,#3 OUT 5 MIN; #9&10 OUT 4 MIN,MOVED OFFSHORE OF CELL TO FOLLOW STRUCUTRE; AIR0917201402,FALSE
AIR091720RR02,AIT05_20,AIR091720RR,AIRR,REF,Drift,,,11:44:00,11:51:00,0.116666667,0,0,0,0,0,0,2,0,3,5,0,10,1.166666667,34.00422,-119.41548,438.4,091720_438.4,34.00448,-119.41286,439.4,091720_439.4,244,CH,"CJ, APF, PC",,,65,1,33,39,,8,4-6,3,,0,0,0,5,W,2,,NO FISH,AIR0917201403; completely outside grid cell - start/end > 25 outside,FALSE
AIR091720RR03,AIT05_20,AIR091720RR,AIRR,REF,Drift,,,11:53:00,12:02:00,0.15,0,0,0,0,0,0,2,0,3,4,0,9,1.35,34.00448,-119.41286,439.4,091720_439.4,34.00423,-119.41217,440.4,091720_440.4,70,CH,"CJ, APF, PC",,,64,1,30,38,,8,4-6,3,,0,0,0,5,W,2,,NO FISH; 10 OFF WHOLE DRIFT,AIR0917201404; completely outside grid cell - start/end > 25 outside,FALSE
AIR0918191101,AIT02_19,AIR09181911,AI11,REF,Drift,,,12:38:50,12:43:08,0.071666667,0,0,0,0,0,0,3,0,4,3,0,10,0.716666667,34.01334,-119.35310,165.3,091819_165.3,34.01437,-119.35195,166.3,091819_166.3,156,JC,"JS, JC, PC, JZ",,,67,,86,86,10,,,1,,,0,,5,W,1.5,,NO FISH,,FALSE
AIR0918191102,AIT02_19,AIR09181911,AI11,REF,Drift,,,12:47:15,12:57:00,0.1625,0,0,-2,0,0,-0.033333333,3,0,4,3,0,10,1.591666667,34.01255,-119.35150,167.3,091819_167.3,34.01423,-119.34941,168.3,091819_168.3,268,JC,"JS, JC, PC, JZ",,,67,,121,116,10,,,1,,,2,,5,W,1.5,,"CURRENT STRONG, SWIMBAITS LIKELY TOO LIGHT-NOT HITTING BOTTOM.",,FALSE
AIR0918191103,AIT02_19,AIR09181911,AI11,REF,Drift,,,13:02:00,13:11:00,0.15,0,0,-3,0,-1,-0.066666667,3,0,4,3,0,10,1.433333333,34.01121,-119.35069,170.3,091819_170.3,34.01230,-119.34879,172.3,091819_172.3,213,JC,"JS, JC, PC, JZ",,,67,,135,137,10,,,1,,1,2,,5,W,1.5,,#3 OUT FOR A MIN; #10 OUT FOR 3MINS; NOT SURE WHICH DRIFT THE COMMENTS REFER TO.,,FALSE
AIR0918191104,AIT02_19,AIR09181911,AI11,REF,Drift,,,13:16:15,13:22:40,0.106944444,0,0,0,0,0,0,3,0,4,4,0,11,1.176388889,34.01267,-119.35229,173.3,091819_173.3,34.01372,-119.35065,176.3,091819_176.3,191,JC,"JS, JC, PC, JZ",,,67,,114,130,10,,,1,,,1,,5,W,1.5,,,,FALSE
AIR0918191105,AIT02_19,AIR09181911,AI11,REF,Drift,,,13:28:00,13:43:00,0.25,0,0,0,0,-1,-0.016666667,3,0,4,4,0,11,2.733333333,34.01291,-119.35506,177.3,091819_177.3,34.01411,-119.35085,182.3,091819_182.3,411,JC,"JS, JC, PC, JZ",,,67,,87,102,10,,,1,,4,10,,5,W,1.5,,"#3 OFF 1 MIN, ALL WHT DESCENDED",,FALSE
AIR0918191701,AIT02_19,AIR09181917,AI17,REF,Drift,,,11:11:00,11:13:00,0.033333333,0,0,0,0,0,0,3,0,4,4,0,11,0.366666667,34.00383,-119.38472,149.3,091819_149.3,34.00383,-119.38472,149.3,091819_149.3,0,JC,"JS, JC, PC, JZ",,,67,,78,78,10,,,1,,,0,,5,W,1.5,,NO FISH,,FALSE
AIR0918191702,AIT02_19,AIR09181917,AI17,REF,Drift,,,11:17:00,11:30:00,0.216666667,0,0,-2,-1,0,-0.05,3,0,4,4,0,11,2.333333333,34.00038,-119.38417,150.3,091819_150.3,34.00038,-119.38446,153.3,091819_153.3,27,JC,"JS, JC, PC, JZ",,,67,,150,152,10,,,1,,,15,,5,W,1.5,,"#5 OUT 1 MIN, #1 OUT 2MIN",,FALSE
AIR0918191704,AIT02_19,AIR09181917,AI17,REF,Drift,,,12:00:00,12:09:43,0.161944444,0,0,0,0,0,0,3,0,4,4,0,11,1.781388889,33.99960,-119.38580,159.3,091819_159.3,33.99971,-119.38591,161.3,091819_161.3,77,JC,"JS, JC, PC, JZ",,,67,,165,161,10,,,1,,3,9,,5,W,1.5,,,,FALSE
AIR0918191705,AIT02_19,AIR09181917,AI17,REF,Drift,,,12:14:00,12:21:00,0.116666667,0,0,0,0,0,0,3,0,4,4,0,11,1.283333333,34.00037,-119.38513,162.3,091819_162.3,34.00039,-119.38530,164.3,091819_164.3,16,JC,"JS, JC, PC, JZ",,,67,,150,144,10,,,1,,4,9,,5,W,1.5,,,,FALSE
AIR091819RR01,AIT02_19,AIR091819RR,AIRR,REF,Drift,,,11:37:00,11:53:00,0.266666667,0,0,0,0,0,0,3,0,4,4,0,11,2.933333333,34.00020,-119.38159,154.3,091819_154.3,34.00049,-119.38235,158.3,091819_158.3,16,JC,"JS, JC, PC, JZ",,,67,,153,160,10,,,1,,,23,,5,W,1.5,,,Start and End outside of Cell,FALSE
AIR0919191201,AIT03_19,AIR09191912,AI12,REF,Drift,,,7:38:00,7:43:00,0.083333333,0,0,0,0,0,0,3,0,2,4,0,9,0.75,34.01091,-119.35854,192.3,091919_192.3,34.01115,-119.35854,193.3,091919_193.3,27,CH,"JS, PC, JC,?",,,69,,75,85,10,,,1,,1,2,,5,W,1,,#9 on DPR (AS Crew),,FALSE
AIR0919191202,AIT03_19,AIR09191912,AI12,REF,Drift,,,7:48:00,7:58:00,0.166666667,0,0,-2,0,-3,-0.083333333,3,0,2,4,0,9,1.416666667,34.00971,-119.35886,194.3,091919_194.3,34.00892,-119.35674,196.3,091919_196.3,215,CH,"JS, PC, JC,?",,,,,85,139,10,,,1,,1,4,,5,W,1,,#8 off 3 min; #5 off 2 min; #9 on DPR (AS Crew),,FALSE
AIR0919191203,AIT03_19,AIR09191912,AI12,REF,Drift,,,8:07:00,8:22:00,0.25,0,0,0,0,0,0,3,0,1,5,0,9,2.25,34.01212,-119.35573,197.3,091919_197.3,34.01294,-119.35491,199.3,091919_199.3,118,CH,"JS, PC, JC,?",,,69,,84,85,10,,,1,,1,14,,5,W,1,,,,FALSE
